"Photon energy, eV","n","k"
1.2398418743309971,1.30612675,0.0129387293
1.2417790496484487,1.30890062,0.012852728
1.243722287869149,1.31166526,0.0127673665
1.2456716175009013,1.31442054,0.0126826434
1.2476270672305156,1.31716652,0.0125985522
1.2495886659252138,1.31990345,0.0125150812
1.251569076578538,1.32263121,0.0124322295
1.2535431004185722,1.32535001,0.0123499855
1.255523361111277,1.32805977,0.0122683484
1.2575098882610651,1.33076069,0.012187307
1.25950271166001,1.33345283,0.0121068555
1.261501861289335,1.33613592,0.0120269981
1.2635202436978956,1.33881051,0.011947714
1.2655321775349568,1.34147616,0.0118690126
1.267550528892589,1.34413341,0.0117908734
1.269575328525054,1.34678183,0.0117133056
1.2716066073834353,1.3494218,0.0116362942
1.2736574804365886,1.35205337,0.0115598338
1.2757018534309408,1.35467642,0.0114839241
1.2777527999041534,1.35729102,0.0114085597
1.2798235624210301,1.35989737,0.011333731
1.2818877939733222,1.36249535,0.0112594376
1.2839586950944422,1.36508519,0.01118567
1.2860496378177904,1.36766677,0.0111124278
1.288134018691751,1.3702403,0.0110397019
1.2902251671065061,1.37280567,0.0109674918
1.2923365864735528,1.37536292,0.0108957931
1.294441413137121,1.37791226,0.0108245967
1.2965666659670558,1.38045359,0.0107539024
1.2986853055243033,1.3829871,0.0106837014
1.3008108802901988,1.38551268,0.0106139938
1.302957117082472,1.38803054,0.0105447708
1.3050967098221022,1.39054056,0.0104760326
1.3072571242274045,1.39304279,0.0104077749
1.3094108740703552,1.39553728,0.0103399934
1.3115856070358585,1.39802422,0.01027268
1.3137536549589899,1.40050366,0.0102058307
1.3159428493063854,1.40297548,0.0101394455
1.3181253381645923,1.40543973,0.0100735207
1.320329138621355,1.40789645,0.0100080522
1.3225403205766553,1.41034584,0.00994303232
1.3247447664102288,1.41278793,0.00987845721
1.3269707754468365,1.41522247,0.00981433124
1.3291900280141051,1.4176498,0.00975064272
1.3314310137681051,1.42006996,0.00968738811
1.3336795687911418,1.42248269,0.0096245717
1.3359213368793608,1.42488832,0.00956218213
1.3381850971182148,1.42728691,0.00950021599
1.3404565424038286,1.42967833,0.00943867375
1.3427211704076298,1.43206263,0.00937755201
1.3450080540794709,1.43443985,0.00931684742
1.3473027409490972,1.43681018,0.00925655295
1.3496052710233242,1.43917349,0.00919666912
1.3519009435411207,1.44152984,0.00913719274
1.3542192305426275,1.4438794,0.00907811694
1.356545482161337,1.44622207,0.00901944234
1.3588797395122723,1.44855788,0.00896116584
1.3612220439939364,1.45088702,0.0089032808
1.36355744094823,1.45320938,0.00884578786
1.365915913111157,1.45552498,0.00878868405
1.3682825580556843,1.45783403,0.00873196294
1.3706574183370888,1.46013639,0.00867562521
1.373040536806606,1.46243212,0.00861966799
1.3754319566140059,1.46472124,0.00856408849
1.3778164095870438,1.46700393,0.00850888051
1.380224509157396,1.46928009,0.00845404477
1.382641041050715,1.47154989,0.00839957521
1.3850660496352534,1.47381308,0.00834547593
1.3874995795910798,1.47606997,0.00829173758
1.389941675912823,1.47832047,0.00823836093
1.3923923839124446,1.48056461,0.00818534342
1.3948517492220427,1.48280255,0.00813267927
1.3973198177966835,1.48503419,0.00808036927
1.3997966359172627,1.48725957,0.00802841099
1.4022822501934007,1.48947884,0.00797679878
1.404776707566364,1.49169178,0.00792553667
1.4072800553120215,1.49389869,0.00787461591
1.409792341043831,1.49609946,0.00782403738
1.4123136127158578,1.49829426,0.00777379565
1.4148439186258255,1.50048286,0.0077238947
1.417383307418201,1.50266554,0.00767432607
1.4199480900762713,1.50484221,0.00762509068
1.4225058506075072,1.50701291,0.00757618633
1.4250728423840797,1.50917778,0.00752760787
1.4276491154712385,1.51133674,0.0074793562
1.4302347202969237,1.51348981,0.00743142924
1.4328297076550567,1.51563702,0.00738382492
1.4354341287088674,1.51777841,0.00733654118
1.438064714590096,1.51991412,0.00728957312
1.440688218932357,1.52204394,0.00724292457
1.4433213130439304,1.52416815,0.00719658778
1.4459640496017225,1.52628665,0.00715056371
1.448616481669156,1.5283996,0.00710484764
1.451295650627411,1.53050677,0.00705944336
1.4539676970799633,1.53260845,0.00701434337
1.456649600934016,1.53470454,0.00696954866
1.45934141683753,1.53679506,0.00692505743
1.4620604407153184,1.53888004,0.00688086791
1.464772310300786,1.54095952,0.00683697832
1.4674942586800301,1.54303365,0.00679338425
1.4702437765549183,1.54510232,0.00675008671
1.4729861169165483,1.54716545,0.00670708668
1.4757387065773935,1.54922331,0.00666437717
1.478519234328675,1.55127592,0.00662195659
1.481292561924728,1.55332308,0.0065798286
1.4840763131932024,1.55536492,0.00653798895
1.486888378402587,1.5574016,0.00649643352
1.4896932214290828,1.55943302,0.00645516337
1.4925266333586098,1.56145909,0.0064141795
1.495352808764605,1.56348008,0.00637347533
1.4982078114083706,1.5654959,0.00633305195
1.5010555634894271,1.56750669,0.00629290541
1.5039141620443677,1.56951223,0.00625303925
1.506801981370389,1.57151268,0.00621344958
1.5096825296873062,1.57350819,0.00617413257
1.5125925657951849,1.57549865,0.00613508933
1.5154953176602133,1.57748403,0.00609631969
1.5184278279193626,1.57946449,0.00605781994
1.5213530410461829,1.58143992,0.00601959116
1.5243082868167366,1.58341053,0.00598162852
1.527256222922848,1.58537618,0.00594393432
1.5302344696333103,1.58733694,0.00590650612
1.5332243545798518,1.5892929,0.00586934156
1.536206911744805,1.59124402,0.00583244062
1.5392202040111695,1.59319034,0.00579580211
1.5422261569178872,1.59513188,0.00575942487
1.5452631324621389,1.59706866,0.00572330778
1.5483120925246914,1.59900072,0.00568744972
